action_id,name,category,subcategory
561,Step_Hip_Hop_Dance,WalkAndRun,Walking
562,Stumble_Walk,WalkAndRun,Walking
563,Stylish_Walk,WalkAndRun,Walking
564,Tightrope_Walk,WalkAndRun,Walking
565,Walk_with_Umbrella,WalkAndRun,Walking
566,walking_2,WalkAndRun,Walking
567,Walk_with_Walker_Support,WalkAndRun,Walking
568,Swim_Idle,WalkAndRun,Swimming
569,Swim_Forward,WalkAndRun,Swimming
570,swimming_to_edge,WalkAndRun,Swimming
571,Run_Turn_Left,WalkAndRun,TurningAround
572,Walk_Turn_Left,WalkAndRun,TurningAround
573,Rifle_Turn_Left,WalkAndRun,TurningAround
574,Walk_Turn_Left_with_Weapon,WalkAndRun,TurningAround
575,Combat_Idle_Turn_Left,WalkAndRun,TurningAround
576,Idle_Turn_Left,WalkAndRun,TurningAround
577,Idle_Step_Turn_Left,WalkAndRun,TurningAround
578,Idle_Torch_Turn_Left,WalkAndRun,TurningAround
579,Depressed_Full_Turn_Left,WalkAndRun,TurningAround
580,Sword_and_Shield_Alert_Turn_Left,WalkAndRun,TurningAround
581,Run_Sharp_Turn_Right,WalkAndRun,TurningAround
582,Run_Turn_Right,WalkAndRun,TurningAround
583,Walk_Turn_Right,WalkAndRun,TurningAround
584,Walk_Turn_Right_Female,WalkAndRun,TurningAround
585,Rifle_Aim_Turn_Right,WalkAndRun,TurningAround
586,Idle_Turn_Right,WalkAndRun,TurningAround
587,Walk_Turn_Right_Idle_Style,WalkAndRun,TurningAround
588,Frustrated_Turn_Right,WalkAndRun,TurningAround
589,Alert_Quick_Turn_Right,WalkAndRun,TurningAround
590,Sword_and_Shield_Alert_Turn_Right,WalkAndRun,TurningAround
591,Hip_Hop_Dance,Dancing,Dancing
592,Hip_Hop_Dance_1,Dancing,Dancing
593,Hip_Hop_Dance_2,Dancing,Dancing
594,Hip_Hop_Dance_3,Dancing,Dancing
595,jazz_danc,Dancing,Dancing
596,ymca_dance,Dancing,Dancing
597,Hip_Hop_Dance_4,Dancing,Dancing
598,kettlebell_swing_1,DailyActions,WorkingOut
599,Idle_15,DailyActions,Idle
601,Backflip_inplace,BodyMovements,PerformingStunt
604,Backflip_Sweep_Kick_inplace,BodyMovements,PerformingStunt
605,Back_Jump_inplace,BodyMovements,Jumping
606,BackLeft_run_inplace,WalkAndRun,Running
607,BackRight_Run_inplace,WalkAndRun,Running
608,BeHit_FlyUp_inplace,Fighting,GettingHit
609,Boxing_Practice_inplace,Fighting,Punching
610,Carry_Heavy_Cannon_Forward_inplace,WalkAndRun,Walking
611,Carry_Heavy_Object_Walk_inplace,WalkAndRun,Walking
612,Carry_Water_Bucket_Walk_inplace,WalkAndRun,Walking
613,Casual_Walk_inplace,WalkAndRun,Walking
615,Cautious_Crouch_Walk_Backward_inplace,WalkAndRun,CrouchWalking
616,Cautious_Crouch_Walk_Forward_inplace,WalkAndRun,CrouchWalking
617,Cautious_Crouch_Walk_Left_inplace,WalkAndRun,CrouchWalking
618,Cautious_Crouch_Walk_Right_inplace,WalkAndRun,CrouchWalking
619,Climb_Left_with_Both_Limbs_inplace,BodyMovements,Climbing
620,Climb_Right_with_Both_Limbs_inplace,BodyMovements,Climbing
621,Confident_Strut_inplace,WalkAndRun,Walking
622,Crawl_Backward_inplace,WalkAndRun,Walking
623,Crouch_Walk_Left_with_Gun_inplace,WalkAndRun,CrouchWalking
624,Crouch_Walk_Left_with_Torch_inplace,WalkAndRun,CrouchWalking
625,Crouch_Walk_Right_with_Torch_inplace,WalkAndRun,CrouchWalking
626,Elderly_Shaky_Walk_inplace,WalkAndRun,Walking
627,Female_Bow_Charge_Left_Hand_inplace,WalkAndRun,Running
628,Female_Throwing_Stance_Charge_inplace,WalkAndRun,Running
629,Flirty_Strut_inplace,WalkAndRun,Walking
630,ForwardLeft_Run_Fight_inplace,Fighting,Transitioning
631,ForwardRight_Run_Fight_inplace,Fighting,Transitioning
632,Funky_Walk_inplace,WalkAndRun,Walking
635,Handbag_Walk_inplace,BodyMovements,Acting
636,Hello_Run_inplace,WalkAndRun,Running
637,Injured_Walk_inplace,WalkAndRun,Walking
638,Injured_Walk_Backward_inplace,WalkAndRun,Walking
639,Jazz_Hands_inplace,BodyMovements,Acting
640,Jump_Over_Obstacle_inplace,BodyMovements,Jumping
641,Jump_Over_Obstacle_1_inplace,BodyMovements,Jumping
642,Jump_Over_Obstacle_2_inplace,BodyMovements,Jumping
643,Jump_Run_inplace,WalkAndRun,Running
644,Lean_Forward_Sprint_inplace,WalkAndRun,Running
645,Limping_Walk_inplace,WalkAndRun,Walking
646,Limping_Walk_1_inplace,WalkAndRun,Walking
647,Limping_Walk_2_inplace,WalkAndRun,Walking
648,Limping_Walk_3_inplace,WalkAndRun,Walking
649,Lunge_Roundhouse_Kick_inplace,Fighting,Punching
650,Mummy_Stagger_inplace,BodyMovements,Acting
651,Parkour_Vault_with_Roll_inplace,BodyMovements,VaultingOverObstacle
652,Proud_Strut_inplace,WalkAndRun,Walking
653,Red_Carpet_Walk_inplace,WalkAndRun,Walking
654,Rifle_Charge_inplace,WalkAndRun,Running
656,Run_and_Leap_inplace,BodyMovements,Acting
657,run_fast_10_inplace,WalkAndRun,Running
658,run_fast_2_inplace,WalkAndRun,Running
659,run_fast_3_inplace,WalkAndRun,Running
660,run_fast_4_inplace,WalkAndRun,Running
661,run_fast_5_inplace,WalkAndRun,Running
662,run_fast_6_inplace,WalkAndRun,Running
663,run_fast_7_inplace,WalkAndRun,Running
664,run_fast_8_inplace,WalkAndRun,Running
665,run_fast_9_inplace,WalkAndRun,Running
666,Running_Reload_inplace,Fighting,Transitioning
667,Run_to_Walk_Transition_inplace,WalkAndRun,Walking
668,Skip_Forward_inplace,WalkAndRun,Walking
669,Slow_Orc_Walk_inplace,WalkAndRun,Walking
670,Slow_Walk_Reload_inplace,Fighting,Transitioning
671,Sneaky_Walk_inplace,WalkAndRun,Walking
672,Spear_Walk_inplace,WalkAndRun,Walking
673,Standard_Forward_Charge_inplace,WalkAndRun,Running
674,Stumble_Walk_inplace,WalkAndRun,Walking
675,Stylish_Walk_inplace,WalkAndRun,Walking
676,Texting_Walk_inplace,WalkAndRun,Walking
677,Tightrope_Walk_inplace,WalkAndRun,Walking
678,Unsteady_Walk_inplace,WalkAndRun,Walking
679,Walk_Backward_inplace,WalkAndRun,Walking
680,Walk_Backward_While_Shooting_inplace,Fighting,AttackingwithWeapon
681,Walk_Backward_with_Bow_inplace,WalkAndRun,Walking
682,Walk_Backward_with_Bow_1_inplace,WalkAndRun,Walking
683,Walk_Backward_with_Bow_Aimed_inplace,Fighting,AttackingwithWeapon
684,Walk_Backward_with_Grenade_inplace,WalkAndRun,Walking
685,Walk_Backward_with_Gun_inplace,WalkAndRun,CrouchWalking
686,Walk_Backward_with_Gun_1_inplace,WalkAndRun,Walking
687,Walk_Backward_with_Sword_inplace,WalkAndRun,Walking
688,Walk_Fight_Back_inplace,WalkAndRun,Walking
689,Walk_Fight_Forward_inplace,WalkAndRun,Walking
690,Walk_Forward_While_Shooting_inplace,Fighting,AttackingwithWeapon
691,Walk_Forward_with_Bow_Aimed_inplace,Fighting,AttackingwithWeapon
692,walking_2_inplace,WalkAndRun,Walking
693,Walking_with_Phone_inplace,WalkAndRun,Walking
694,Walk_Left_with_Gun_inplace,WalkAndRun,CrouchWalking
695,Walk_with_Umbrella_inplace,WalkAndRun,Walking
696,Walk_with_Walker_Support_inplace,WalkAndRun,Walking
